iter	Passed	Remaining
462	758	879
463	759	877
464	760	874
465	760	871
466	761	869
467	762	866
468	763	864
469	764	861
470	765	859
471	766	856
472	766	854
473	767	851
474	768	849
475	769	847
476	770	844
477	771	842
478	772	839
479	773	837
480	774	835
481	775	833
482	776	830
483	776	828
484	777	825
485	778	823
486	779	821
487	780	818
488	781	816
489	782	814
490	783	812
491	784	810
492	785	808
493	787	806
494	788	804
495	790	802
496	791	801
497	792	799
498	794	797
499	796	796
500	798	794
501	800	793
502	801	792
503	802	789
504	803	787
505	804	785
506	805	783
507	806	780
508	807	778
509	808	776
510	809	774
511	810	772
512	811	770
513	812	767
514	813	765
515	814	763
516	814	761
517	815	759
518	816	756
519	817	754
520	818	752
521	819	750
522	820	748
523	821	745
524	822	743
525	822	741
526	823	739
527	824	737
528	825	735
529	826	732
530	827	730
531	828	728
532	829	726
533	830	724
534	830	722
535	831	720
536	832	718
537	833	715
538	834	713
539	835	711
540	836	709
541	837	707
542	838	705
543	839	703
544	840	701
545	841	699
546	842	697
547	843	695
548	844	693
549	845	691
550	846	689
551	847	687
552	847	685
553	848	683
554	849	681
555	850	679
556	852	677
557	853	675
558	854	673
559	855	671
560	856	670
561	857	668
562	858	666
563	859	664
564	860	662
565	861	660
566	862	658
567	863	656
568	865	655
569	866	653
570	867	651
571	868	649
572	869	647
573	870	646
574	871	644
575	872	642
576	873	640
577	874	638
578	875	636
579	875	634
580	876	632
581	878	630
582	878	628
583	880	626
584	881	625
585	882	623
586	883	621
587	883	619
588	885	617
589	886	615
590	887	613
591	888	612
592	889	610
593	890	608
594	891	606
595	892	604
596	893	603
597	894	601
598	895	599
599	896	597
600	897	596
601	898	594
602	899	592
603	900	590
604	901	588
605	902	586
606	903	584
607	904	583
608	905	581
609	906	579
610	907	577
611	908	575
612	909	574
613	910	572
614	911	570
615	912	568
616	913	567
617	914	565
618	915	563
619	916	561
620	917	560
621	918	558
622	919	556
623	920	554
624	921	553
625	923	551
626	923	549
627	924	547
628	925	545
629	926	544
630	927	542
631	928	540
632	929	538
633	930	536
634	931	535
635	932	533
636	933	531
637	934	530
638	935	528
639	937	527
640	938	525
641	939	523
642	940	522
643	941	520
644	942	518
645	943	517
646	944	515
647	945	513
648	946	512
649	947	510
650	948	508
651	949	506
652	950	504
653	951	503
654	952	501
655	952	499
656	953	497
657	954	496
658	955	494
659	956	492
660	957	490
661	958	489
662	958	487
663	959	485
664	960	483
665	961	482
666	962	480
667	963	478
668	964	477
669	965	475
670	966	474
671	967	472
672	968	470
673	969	469
674	971	467
675	972	466
676	973	464
677	974	462
678	975	461
679	977	459
680	978	458
681	979	456
682	980	455
683	981	453
684	982	451
685	983	450
686	984	448
687	985	446
688	986	445
689	986	443
690	988	441
691	988	440
692	989	438
693	990	436
694	991	435
695	992	433
696	993	431
697	994	430
698	995	428
699	995	426
700	996	425
701	997	423
702	998	421
703	999	420
704	1000	418
705	1000	416
706	1001	415
707	1002	413
708	1003	411
709	1004	410
710	1004	408
711	1005	406
712	1006	405
713	1007	403
714	1008	401
715	1009	400
716	1009	398
717	1010	396
718	1011	395
719	1012	393
720	1013	392
721	1013	390
722	1014	388
723	1015	387
724	1016	385
725	1017	383
726	1018	382
727	1018	380
728	1019	379
729	1020	377
730	1021	375
731	1022	374
732	1023	372
733	1024	371
734	1025	369
735	1026	368
736	1027	366
737	1027	364
738	1028	363
739	1029	361
740	1030	360
741	1031	358
742	1032	357
743	1033	355
744	1034	353
745	1035	352
746	1035	350
747	1036	349
748	1037	347
749	1038	346
750	1039	344
751	1040	343
752	1041	341
753	1041	339
754	1042	338
755	1043	336
756	1044	335
757	1045	333
758	1045	332
759	1046	330
760	1047	329
761	1048	327
762	1049	325
763	1049	324
764	1050	322
765	1051	321
766	1053	319
767	1053	318
768	1054	316
769	1055	315
770	1056	313
771	1057	312
772	1058	310
773	1059	309
774	1060	307
775	1062	306
776	1062	305
777	1063	303
778	1064	302
779	1065	300
780	1066	299
781	1067	297
782	1068	296
783	1069	294
784	1070	293
785	1070	291
786	1071	290
787	1072	288
788	1073	287
789	1074	285
790	1074	283
791	1075	282
792	1076	281
793	1077	279
794	1078	278
795	1079	276
796	1079	275
797	1081	273
798	1081	272
799	1082	270
800	1083	269
801	1084	267
802	1085	266
803	1086	264
804	1087	263
805	1087	261
806	1089	260
807	1090	259
808	1091	257
809	1092	256
810	1093	254
811	1093	253
812	1096	252
813	1097	250
814	1098	249
815	1099	247
816	1100	246
817	1101	244
818	1101	243
819	1102	242
820	1103	240
821	1104	239
822	1104	237
823	1105	236
824	1106	234
825	1107	233
826	1108	231
827	1108	230
828	1109	228
829	1110	227
830	1111	226
831	1112	224
832	1112	223
833	1113	221
834	1114	220
835	1115	218
836	1116	217
837	1117	216
838	1118	214
839	1119	213
840	1119	211
841	1120	210
842	1121	208
843	1122	207
844	1122	205
845	1123	204
846	1124	203
847	1125	201
848	1126	200
849	1127	198
850	1128	197
851	1129	196
852	1129	194
853	1130	193
854	1131	191
855	1132	190
856	1133	189
857	1134	187
858	1135	186
859	1135	184
860	1137	183
861	1137	182
862	1138	180
863	1139	179
864	1140	178
865	1141	176
866	1142	175
867	1143	173
868	1144	172
869	1145	171
870	1146	169
871	1146	168
872	1147	167
873	1148	165
874	1149	164
875	1150	162
876	1151	161
877	1152	160
878	1153	158
879	1154	157
880	1155	156
881	1157	154
882	1158	153
883	1159	152
884	1159	150
885	1160	149
886	1161	148
887	1162	146
888	1163	145
889	1164	143
890	1165	142
891	1166	141
892	1167	139
893	1168	138
894	1169	137
895	1170	135
896	1172	134
897	1173	133
898	1173	131
899	1174	130
900	1175	129
901	1176	127
902	1177	126
903	1178	125
904	1179	123
905	1180	122
906	1180	121
907	1181	119
908	1182	118
909	1183	117
910	1184	115
911	1184	114
912	1185	112
913	1186	111
914	1187	110
915	1188	108
916	1189	107
917	1190	106
918	1191	104
919	1191	103
920	1192	102
921	1193	100
922	1194	99
923	1194	98
924	1195	96
925	1196	95
926	1197	94
927	1198	92
928	1199	91
929	1199	90
930	1200	88
931	1201	87
932	1202	86
933	1203	85
934	1203	83
935	1204	82
936	1205	81
937	1206	79
938	1206	78
939	1207	77
940	1208	75
941	1209	74
942	1210	73
943	1211	71
944	1212	70
945	1213	69
946	1213	67
947	1214	66
948	1216	65
949	1217	64
950	1217	62
951	1218	61
952	1219	60
953	1220	58
954	1221	57
955	1222	56
956	1223	54
957	1224	53
958	1225	52
959	1226	51
960	1227	49
961	1227	48
962	1229	47
963	1230	45
964	1231	44
965	1232	43
966	1232	42
967	1233	40
968	1234	39
969	1235	38
970	1236	36
971	1237	35
972	1238	34
973	1238	33
974	1239	31
975	1240	30
976	1241	29
977	1242	27
978	1243	26
979	1244	25
980	1245	24
981	1245	22
982	1246	21
983	1247	20
984	1248	19
985	1249	17
986	1250	16
987	1251	15
988	1251	13
989	1252	12
990	1253	11
991	1254	10
992	1255	8
993	1255	7
994	1256	6
995	1257	5
996	1258	3
997	1259	2
998	1260	1
999	1261	0
